mode,step,det_acc_mean,det_acc_ci_low,det_acc_ci_high,sampled_acc_mean,sampled_acc_ci_low,sampled_acc_ci_high
literal,28,1.0,1.0,1.0,0.9737499999999999,0.9492696513850291,0.9982303486149707
literal,29,1.0,1.0,1.0,0.9741517857142857,0.9497376294078198,0.9985659420207517
literal,30,1.0,1.0,1.0,0.9738392857142856,0.9478784923360625,0.9998000790925087
literal,31,1.0,1.0,1.0,0.9794196428571429,0.9579724138112962,1.0008668719029896
literal,32,1.0,1.0,1.0,0.9825446428571428,0.9668631075546035,0.9982261781596822
literal,33,1.0,1.0,1.0,0.9800446428571428,0.9621480904845665,0.997941195229719
literal,34,1.0,1.0,1.0,0.9811607142857143,0.96410938291241,0.9982120456590186
literal,35,1.0,1.0,1.0,0.9844642857142858,0.9704161110459292,0.9985124603826424
literal,36,1.0,1.0,1.0,0.9838392857142857,0.9680958958670963,0.9995826755614751
literal,37,1.0,1.0,1.0,0.9877678571428571,0.9742738745009476,1.0012618397847666
literal,38,1.0,1.0,1.0,0.9866071428571428,0.972675492127029,1.0005387935872565
literal,39,1.0,1.0,1.0,0.9921875,0.9810654717370416,1.0033095282629585
literal,40,1.0,1.0,1.0,0.9951785714285714,0.9880126778146024,1.0023444650425404
literal,41,1.0,1.0,1.0,0.9956696428571429,0.9894219959362146,1.001917289778071
literal,42,1.0,1.0,1.0,0.9944196428571429,0.9870384910125964,1.0018007947016894
literal,43,1.0,1.0,1.0,0.9957589285714286,0.9898184892834695,1.0016993678593875
literal,44,1.0,1.0,1.0,0.9960267857142857,0.9904421685940367,1.0016114028345349
literal,45,1.0,1.0,1.0,0.9941071428571429,0.9860922516164736,1.002122034097812
literal,46,1.0,1.0,1.0,0.9943303571428571,0.9870824021031311,1.0015783121825832
literal,47,0.9910714285714286,0.9699587120393501,1.012184145103507,0.9873214285714285,0.9595707953925846,1.0150720617502722
literal,48,0.9910714285714286,0.9699587120393501,1.012184145103507,0.9879910714285713,0.9616005678596931,1.0143815749974496
literal,49,0.9910714285714286,0.9699587120393501,1.012184145103507,0.9886160714285713,0.9628870343771407,1.014345108480002
literal,50,0.9910714285714286,0.9699587120393501,1.012184145103507,0.9872321428571429,0.9593753554793312,1.0150889302349546
literal,51,0.9910714285714286,0.9699587120393501,1.012184145103507,0.9878125,0.9604177841759758,1.0152072158240242
literal,52,0.9910714285714286,0.9699587120393501,1.012184145103507,0.9890625,0.9647361386016597,1.0133888613983402
literal,53,0.9910714285714286,0.9699587120393501,1.012184145103507,0.9880803571428571,0.9615497934264327,1.0146109208592815
literal,54,0.9910714285714286,0.9699587120393501,1.012184145103507,0.9887946428571428,0.9634875804165277,1.014101705297758
literal,55,0.9910714285714286,0.9699587120393501,1.012184145103507,0.9925446428571428,0.9753930085325521,1.0096962771817335
literal,56,0.9910714285714286,0.9699587120393501,1.012184145103507,0.9922321428571428,0.9739844244535656,1.01047986126072
literal,57,0.9910714285714286,0.9699587120393501,1.012184145103507,0.9919196428571428,0.9728126343956118,1.0110266513186739
literal,58,1.0,1.0,1.0,0.9977232142857143,0.9923394715700343,1.0031069570013944
literal,59,1.0,1.0,1.0,0.9963839285714285,0.9883050378618782,1.0044628192809788
literal,60,1.0,1.0,1.0,0.9962946428571429,0.9881318500298913,1.0044574356843943
literal,61,1.0,1.0,1.0,0.9965624999999999,0.9887946309834563,1.0043303690165435
literal,62,1.0,1.0,1.0,0.9967857142857143,0.9893050507620402,1.0042663778093883
literal,63,1.0,1.0,1.0,0.9969642857142857,0.9901444254072184,1.003784146021353
literal,64,1.0,1.0,1.0,0.9970535714285714,0.9903244179153907,1.0037827249417521
literal,65,1.0,1.0,1.0,0.9970535714285714,0.9902062219061897,1.0039009209509533
literal,66,1.0,1.0,1.0,0.9971428571428571,0.9905066094246693,1.003779104861045
literal,67,1.0,1.0,1.0,0.9974553571428572,0.9917959844314032,1.0031147298543113
literal,68,1.0,1.0,1.0,0.9973214285714286,0.9909876136118051,1.0036552435310522
literal,69,1.0,1.0,1.0,0.9973214285714286,0.9913413258188144,1.0033015313240428
literal,70,1.0,1.0,1.0,0.9978571428571429,0.9930268570435506,1.002687428670735
literal,71,1.0,1.0,1.0,0.9967857142857142,0.989545560723448,1.0040258678479803
literal,72,1.0,1.0,1.0,0.9968303571428571,0.9895753769746828,1.0040853373110312
literal,73,1.0,1.0,1.0,0.9997767857142856,0.9994600949663044,1.0000934764622669
literal,74,1.0,1.0,1.0,0.9998214285714285,0.9995957241378082,1.0000471330050489
literal,75,1.0,1.0,1.0,0.9999107142857142,0.9997724991119508,1.0000489294594777
literal,76,1.0,1.0,1.0,0.9999107142857142,0.9997724991119508,1.0000489294594777
literal,77,1.0,1.0,1.0,0.9999553571428571,0.9998497935601967,1.0000609207255176
literal,78,1.0,1.0,1.0,0.9999107142857142,0.9997724991119508,1.0000489294594777
literal,79,1.0,1.0,1.0,0.9998214285714286,0.9995449982239019,1.0000978589189555
literal,80,1.0,1.0,1.0,0.9999107142857143,0.9996995871203935,1.000121841451035
literal,81,1.0,1.0,1.0,0.9997767857142857,0.9995032500051381,1.0000503214234335
literal,82,1.0,1.0,1.0,0.9994196428571428,0.9985464043917262,1.0002928813225593
literal,83,1.0,1.0,1.0,0.9997321428571428,0.9993843089643575,1.0000799767499282
literal,84,1.0,1.0,1.0,0.9999107142857142,0.9997724991119508,1.0000489294594777
literal,85,1.0,1.0,1.0,0.9997767857142856,0.9994600949663044,1.0000934764622669
literal,86,1.0,1.0,1.0,0.9999107142857143,0.9996995871203935,1.000121841451035
literal,87,1.0,1.0,1.0,0.9998660714285714,0.9996439216176307,1.0000882212395121
literal,88,1.0,1.0,1.0,0.9999107142857143,0.9996995871203935,1.000121841451035
literal,89,1.0,1.0,1.0,0.9999107142857142,0.9997724991119508,1.0000489294594777
literal,90,1.0,1.0,1.0,0.9998660714285714,0.9995493806805902,1.0001827621765527
literal,91,1.0,1.0,1.0,0.9997321428571427,0.9993174973358525,1.000146788378433
literal,92,1.0,1.0,1.0,0.9998660714285714,0.9996439216176307,1.0000882212395121
literal,93,1.0,1.0,1.0,0.9998660714285714,0.9995493806805902,1.0001827621765527
literal,94,1.0,1.0,1.0,0.9998660714285714,0.9995493806805902,1.0001827621765527
literal,95,1.0,1.0,1.0,0.9999107142857143,0.9996995871203935,1.000121841451035
literal,96,1.0,1.0,1.0,1.0,1.0,1.0
literal,97,1.0,1.0,1.0,0.9998214285714286,0.9993991742407871,1.0002436829020702
literal,98,1.0,1.0,1.0,0.9999107142857143,0.9996995871203935,1.000121841451035
literal,99,1.0,1.0,1.0,1.0,1.0,1.0
literal,100,1.0,1.0,1.0,1.0,1.0,1.0
pseudopragmatic,0,0.0,0.0,0.0,0.3745982142857143,0.3604854252762459,0.38871100329518277
pseudopragmatic,1,0.5892857142857143,0.5063566100276614,0.6722148185437672,0.5477232142857144,0.4728216519617001,0.6226247766097286
pseudopragmatic,2,0.6696428571428571,0.5235874969013643,0.8156982173843499,0.6493303571428571,0.5539632977857767,0.7446974164999376
pseudopragmatic,3,0.7142857142857143,0.5826785447963694,0.8458928837750592,0.7259821428571428,0.6657022075709158,0.7862620781433698
pseudopragmatic,4,0.7678571428571429,0.6189948449445916,0.9167194407696942,0.7602678571428572,0.7238262879107401,0.7967094263749742
pseudopragmatic,5,0.8303571428571429,0.6914526123297433,0.9692616733845425,0.7945089285714286,0.7460124199448775,0.8430054371979797
pseudopragmatic,6,0.8839285714285715,0.764763897697428,1.003093245159715,0.7995089285714285,0.7600677851380062,0.8389500720048508
pseudopragmatic,7,0.8571428571428572,0.7335194475200749,0.9807662667656395,0.8192410714285713,0.7540434561643521,0.8844386866927905
pseudopragmatic,8,0.9017857142857144,0.7962221316253223,1.0073492969461066,0.8521428571428571,0.7903781470919228,0.9139075671937914
pseudopragmatic,9,0.9107142857142858,0.78812539979887,1.0333031716297016,0.8504017857142857,0.7836811275786774,0.917122443849894
pseudopragmatic,10,0.9553571428571429,0.8712841348484632,1.0394301508658226,0.8621875,0.8008854866072076,0.9234895133927924
pseudopragmatic,11,0.9196428571428572,0.8269252999257705,1.0123604143599438,0.8513392857142856,0.7800885481162916,0.9225900233122797
pseudopragmatic,12,0.875,0.7566395964738826,0.9933604035261174,0.8485267857142859,0.7778855458510351,0.9191680255775366
pseudopragmatic,13,0.9107142857142857,0.8162953470034637,1.0051332244251077,0.8623660714285714,0.7913103980004219,0.9334217448567208
pseudopragmatic,14,0.8928571428571429,0.8025753694090109,0.983138916305275,0.8583928571428572,0.7918071801625177,0.9249785341231966
pseudopragmatic,15,0.9553571428571429,0.8712841348484632,1.0394301508658226,0.9090178571428571,0.8540182319723126,0.9640174823134016
pseudopragmatic,16,1.0,1.0,1.0,0.9402232142857142,0.8976412935431919,0.9828051350282365
pseudopragmatic,17,0.9821428571428572,0.9399174240787004,1.0243682902070141,0.9333482142857144,0.8875402393306157,0.979156189240813
pseudopragmatic,18,0.9821428571428572,0.9399174240787004,1.0243682902070141,0.9329910714285714,0.8846381599461696,0.9813439829109732
pseudopragmatic,19,0.9821428571428572,0.9399174240787004,1.0243682902070141,0.9461607142857141,0.8963490829515791,0.9959723456198492
pseudopragmatic,20,0.9821428571428572,0.9399174240787004,1.0243682902070141,0.9515178571428571,0.9021758144300902,1.000859899855624
pseudopragmatic,21,0.9821428571428572,0.9399174240787004,1.0243682902070141,0.9548214285714286,0.9062131608428128,1.0034296963000444
pseudopragmatic,22,0.9821428571428572,0.9399174240787004,1.0243682902070141,0.9521428571428572,0.902224148867119,1.0020615654185954
pseudopragmatic,23,1.0,1.0,1.0,0.9614285714285713,0.9250264274649392,0.9978307153922034
pseudopragmatic,24,1.0,1.0,1.0,0.9614732142857143,0.9234896199144638,0.9994568086569648
pseudopragmatic,25,1.0,1.0,1.0,0.9622767857142857,0.9260929304970142,0.9984606409315571
pseudopragmatic,26,1.0,1.0,1.0,0.9602678571428571,0.9201677468801356,1.0003679674055785
pseudopragmatic,27,1.0,1.0,1.0,0.9645982142857142,0.9298978779674146,0.9992985506040138
pseudopragmatic,28,1.0,1.0,1.0,0.9654910714285714,0.9323060188456275,0.9986761240115153
pseudopragmatic,29,1.0,1.0,1.0,0.9677232142857142,0.937470004885843,0.9979764236855854
pseudopragmatic,30,1.0,1.0,1.0,0.9714732142857143,0.9456764527011323,0.9972699758702963
pseudopragmatic,31,1.0,1.0,1.0,0.9761160714285714,0.9538859391512402,0.9983462037059025
pseudopragmatic,32,1.0,1.0,1.0,0.9751785714285713,0.9526770732209845,0.9976800696361582
pseudopragmatic,33,1.0,1.0,1.0,0.9760714285714286,0.9533284167659999,0.9988144403768573
pseudopragmatic,34,1.0,1.0,1.0,0.9772321428571429,0.9540060983294665,1.0004581873848193
pseudopragmatic,35,1.0,1.0,1.0,0.9801339285714284,0.9612131261029666,0.9990547310398903
pseudopragmatic,36,1.0,1.0,1.0,0.9761607142857144,0.9531345751777242,0.9991868533937046
pseudopragmatic,37,1.0,1.0,1.0,0.9774553571428571,0.9514736309371818,1.0034370833485324
pseudopragmatic,38,1.0,1.0,1.0,0.9789732142857143,0.953972213478529,1.0039742150928996
pseudopragmatic,39,1.0,1.0,1.0,0.9849107142857143,0.961052810787011,1.0087686177844175
pseudopragmatic,40,1.0,1.0,1.0,0.9919642857142859,0.9819923379042206,1.0019362335243511
pseudopragmatic,41,1.0,1.0,1.0,0.9916517857142857,0.9791338980547077,1.0041696733738636
pseudopragmatic,42,1.0,1.0,1.0,0.9904464285714286,0.9762299604220248,1.0046628967208324
pseudopragmatic,43,1.0,1.0,1.0,0.991517857142857,0.9800626622548897,1.0029730520308242
pseudopragmatic,44,1.0,1.0,1.0,0.991875,0.9809816916961792,1.0027683083038206
pseudopragmatic,45,1.0,1.0,1.0,0.9907142857142858,0.9804988222621213,1.0009297491664502
pseudopragmatic,46,1.0,1.0,1.0,0.9903571428571428,0.9785167992721211,1.0021974864421646
pseudopragmatic,47,0.9910714285714286,0.9699587120393501,1.012184145103507,0.985625,0.9561039515250696,1.0151460484749304
pseudopragmatic,48,0.9910714285714286,0.9699587120393501,1.012184145103507,0.9848214285714286,0.9540510346132702,1.015591822529587
pseudopragmatic,49,0.9910714285714286,0.9699587120393501,1.012184145103507,0.9849107142857143,0.9548158611376316,1.015005567433797
pseudopragmatic,50,0.9910714285714286,0.9699587120393501,1.012184145103507,0.98625,0.9594467075838393,1.0130532924161606
pseudopragmatic,51,0.9910714285714286,0.9699587120393501,1.012184145103507,0.9860267857142857,0.9564382181777125,1.015615353250859
pseudopragmatic,52,0.9910714285714286,0.9699587120393501,1.012184145103507,0.9870982142857143,0.960149238415761,1.0140471901556676
pseudopragmatic,53,0.9910714285714286,0.9699587120393501,1.012184145103507,0.9850892857142858,0.9534050335045032,1.0167735379240683
pseudopragmatic,54,0.9910714285714286,0.9699587120393501,1.012184145103507,0.9872767857142857,0.9603455375306904,1.014208033897881
pseudopragmatic,55,0.9910714285714286,0.9699587120393501,1.012184145103507,0.9890178571428571,0.9673691954599117,1.0106665188258024
pseudopragmatic,56,0.9910714285714286,0.9699587120393501,1.012184145103507,0.9906696428571429,0.9686068540811209,1.0127324316331647
pseudopragmatic,57,0.9910714285714286,0.9699587120393501,1.012184145103507,0.9899553571428572,0.9664439106247764,1.013466803660938
pseudopragmatic,58,1.0,1.0,1.0,0.9957142857142857,0.986057669825325,1.0053709016032464
pseudopragmatic,59,1.0,1.0,1.0,0.994375,0.9823810336928284,1.0063689663071718
pseudopragmatic,60,1.0,1.0,1.0,0.9948660714285714,0.983564005019193,1.00616813783795
pseudopragmatic,61,1.0,1.0,1.0,0.9946875,0.9828380844090615,1.0065369155909383
pseudopragmatic,62,1.0,1.0,1.0,0.9948660714285714,0.9835662589243462,1.0061658839327965
pseudopragmatic,63,1.0,1.0,1.0,0.9953125,0.9853055718784457,1.0053194281215543
pseudopragmatic,64,1.0,1.0,1.0,0.9959375,0.9871684579343672,1.0047065420656327
pseudopragmatic,65,1.0,1.0,1.0,0.9958035714285715,0.9867124865420749,1.004894656315068
pseudopragmatic,66,1.0,1.0,1.0,0.9960267857142857,0.9873460548472837,1.0047075165812878
pseudopragmatic,67,1.0,1.0,1.0,0.9959375,0.9874069808511433,1.0044680191488566
pseudopragmatic,68,1.0,1.0,1.0,0.9960267857142857,0.9879415918341384,1.0041119795944329
pseudopragmatic,69,1.0,1.0,1.0,0.9963839285714285,0.9894118212555958,1.0033560358872613
pseudopragmatic,70,1.0,1.0,1.0,0.9955803571428571,0.9875655652149963,1.0035951490707178
pseudopragmatic,71,1.0,1.0,1.0,0.9956696428571428,0.9874207131765264,1.003918572537759
pseudopragmatic,72,1.0,1.0,1.0,0.9956696428571429,0.9868390920991126,1.0045001936151732
pseudopragmatic,73,1.0,1.0,1.0,0.9989285714285715,0.9975556649568236,1.0003014779003194
pseudopragmatic,74,1.0,1.0,1.0,0.9991517857142856,0.9980819193195184,1.000221652109053
pseudopragmatic,75,1.0,1.0,1.0,0.9994196428571428,0.9987437061224198,1.0000955795918658
pseudopragmatic,76,1.0,1.0,1.0,0.9996875000000001,0.9991477524919545,1.0002272475080456
pseudopragmatic,77,1.0,1.0,1.0,0.9995089285714285,0.9988144059187914,1.0002034512240654
pseudopragmatic,78,1.0,1.0,1.0,0.9994196428571429,0.9985913121982576,1.0002479735160283
pseudopragmatic,79,1.0,1.0,1.0,0.9991517857142858,0.997885651232939,1.0004179201956325
pseudopragmatic,80,1.0,1.0,1.0,0.9994196428571429,0.9984898953644359,1.00034939034985
pseudopragmatic,81,1.0,1.0,1.0,0.9992410714285715,0.9981534956973375,1.0003286471598056
pseudopragmatic,82,1.0,1.0,1.0,0.9985714285714286,0.9965338287467564,1.0006090283961007
pseudopragmatic,83,1.0,1.0,1.0,0.9987053571428571,0.9969357890414461,1.0004749252442682
pseudopragmatic,84,1.0,1.0,1.0,0.9990178571428572,0.9978587159911801,1.000176998294534
pseudopragmatic,85,1.0,1.0,1.0,0.9988392857142857,0.9972857733944168,1.0003927980341547
pseudopragmatic,86,1.0,1.0,1.0,0.9991517857142858,0.9978957501737148,1.0004078212548566
pseudopragmatic,87,1.0,1.0,1.0,0.9995089285714286,0.9983477291621643,1.0006701279806929
pseudopragmatic,88,1.0,1.0,1.0,0.9995089285714286,0.9986805979125433,1.000337259230314
pseudopragmatic,89,1.0,1.0,1.0,0.9994196428571428,0.9982805899274158,1.00055869578687
pseudopragmatic,90,1.0,1.0,1.0,0.9992857142857143,0.9980494801894865,1.000521948381942
pseudopragmatic,91,1.0,1.0,1.0,0.9991517857142858,0.9978075883737593,1.0004959830548124
pseudopragmatic,92,1.0,1.0,1.0,0.9994642857142857,0.9987871724134247,1.0001413990151466
pseudopragmatic,93,1.0,1.0,1.0,0.9994642857142858,0.9986349946717052,1.0002935767568664
pseudopragmatic,94,1.0,1.0,1.0,0.9992410714285714,0.9982261854758154,1.0002559573813274
pseudopragmatic,95,1.0,1.0,1.0,0.9994642857142857,0.9985067029009449,1.0004218685276265
pseudopragmatic,96,1.0,1.0,1.0,0.9997321428571428,0.9992878432352614,1.0001764424790243
pseudopragmatic,97,1.0,1.0,1.0,0.9995982142857143,0.9988592692070916,1.000337159364337
pseudopragmatic,98,1.0,1.0,1.0,0.9999107142857143,0.9996995871203935,1.000121841451035
pseudopragmatic,99,1.0,1.0,1.0,1.0,1.0,1.0
pseudopragmatic,100,1.0,1.0,1.0,1.0,1.0,1.0
